fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
10.2,0.42,0.57,3.4,0.07,4.0,10.0,0.9971,3.04,0.63,9.6,0
7.5,0.755,0.0,1.9,0.084,6.0,12.0,0.99672,3.34,0.49,9.7,0
9.9,0.5,0.24,2.3,0.103,6.0,14.0,0.9978,3.34,0.52,10.0,0
10.3,0.43,0.44,2.4,0.1225,5.0,12.0,0.9994,3.19,0.63,9.5,1
6.7,0.62,0.21,1.9,0.079,8.0,62.0,0.997,3.52,0.58,9.3,1
9.8,0.37,0.39,2.5,0.079,28.0,65.0,0.99729,3.16,0.59,9.8,0
7.4,0.61,0.01,2.0,0.074,13.0,38.0,0.99748,3.48,0.65,9.8,0
10.2,0.44,0.58,3.65,0.092,11.0,24.0,0.99745,3.29,0.99,12.0,1
7.8,0.44,0.28,2.7,0.1,18.0,95.0,0.9966,3.22,0.67,9.4,0
8.1,0.67,0.55,1.8,0.117,32.0,124.5,0.9968,3.17,0.62,9.4,0
8.0,0.58,0.16,2.0,0.12,3.0,7.0,0.99454,3.22,0.58,11.2,1
8.4,0.665,0.61,2.0,0.112,13.0,95.0,0.997,3.16,0.54,9.1,0
6.9,0.41,0.31,2.0,0.079,21.0,51.0,0.99668,3.47,0.55,9.5,1
7.6,0.43,0.29,2.1,0.075,19.0,66.0,0.99718,3.4,0.64,9.5,0
11.6,0.41,0.54,1.5,0.095,22.0,41.0,0.99735,3.02,0.76,9.9,1
7.5,0.63,0.12,3.65,0.111,42.0,110.0,0.9983,3.26,0.77,9.4,0
7.1,0.36,0.3,1.6,0.08,35.0,70.0,0.99693,3.44,0.5,9.4,0
7.3,0.67,0.02,2.2,0.072,31.0,92.0,0.99566,3.32,0.68,11.0666666666667,1
7.8,0.57,0.09,2.3,0.065,34.0,45.0,0.99417,3.46,0.74,12.7,1
9.3,0.41,0.39,2.2,0.064,12.0,31.0,0.9984,3.26,0.65,10.2,0
9.2,0.63,0.21,2.7,0.097,29.0,65.0,0.9988,3.28,0.58,9.6,0
10.0,0.56,0.24,2.2,0.079,19.0,58.0,0.9991,3.18,0.56,10.1,1
11.3,0.37,0.41,2.3,0.088,6.0,16.0,0.9988,3.09,0.8,9.3,0
6.4,0.31,0.09,1.4,0.066,15.0,28.0,0.99459,3.42,0.7,10.0,1
7.8,0.56,0.19,2.0,0.081,17.0,108.0,0.9962,3.32,0.54,9.5,0
7.0,0.58,0.12,1.9,0.091,34.0,124.0,0.9956,3.44,0.48,10.5,0
7.8,0.88,0.0,2.6,0.098,25.0,67.0,0.9968,3.2,0.68,9.8,0
8.3,0.845,0.01,2.2,0.07,5.0,14.0,0.9967,3.32,0.58,11.0,0
7.4,0.53,0.26,2.0,0.101,16.0,72.0,0.9957,3.15,0.57,9.4,0
10.1,0.37,0.34,2.4,0.085,5.0,17.0,0.99683,3.17,0.65,10.6,1
9.9,0.25,0.46,1.7,0.062,26.0,42.0,0.9959,3.18,0.83,10.6,1
6.6,0.855,0.02,2.4,0.062,15.0,23.0,0.99627,3.54,0.6,11.0,1
7.8,0.87,0.26,3.65,0.107,31.0,67.0,0.99668,3.26,0.46,9.2,0
8.6,0.725,0.24,3.65,0.117,31.0,124.5,1.0011,3.32,0.9955,9.3,0
11.8,0.38,0.55,2.1,0.071,5.0,19.0,0.9986,3.11,0.62,10.8,1
7.8,0.43,0.32,2.8,0.08,29.0,58.0,0.9974,3.31,0.64,10.3,0
6.8,0.81,0.05,2.0,0.07,6.0,14.0,0.99562,3.51,0.66,10.8,1
9.0,0.54,0.49,2.9,0.094,41.0,110.0,0.9982,3.08,0.61,9.2,0
7.2,0.36,0.46,2.1,0.074,24.0,44.0,0.99534,3.4,0.85,11.0,1
7.4,0.6,0.26,3.65,0.07,36.0,121.0,0.9982,3.37,0.49,9.4,0
6.8,0.67,0.0,1.9,0.08,22.0,39.0,0.99701,3.4,0.74,9.7,0
6.1,0.32,0.25,1.8,0.086,5.0,32.0,0.99464,3.36,0.44,10.1,0
7.0,0.64,0.02,2.1,0.067,9.0,23.0,0.997,3.47,0.67,9.4,1
12.1,0.59,0.45,2.3,0.082,11.0,22.0,1.0,3.0,0.7,9.3,1
6.3,0.55,0.15,1.8,0.077,26.0,35.0,0.99314,3.32,0.82,11.6,1
10.1,0.27,0.54,2.3,0.065,7.0,26.0,0.99531,3.17,0.53,12.5,1
10.8,0.29,0.42,1.6,0.084,19.0,27.0,0.99545,3.28,0.73,11.9,1
9.9,0.35,0.55,2.1,0.062,5.0,14.0,0.9971,3.26,0.79,10.6,0
7.7,0.69,0.49,1.8,0.115,20.0,112.0,0.9968,3.21,0.71,9.3,0
7.6,0.63,0.03,2.0,0.08,27.0,43.0,0.99578,3.44,0.64,10.9,1
7.8,0.59,0.18,2.3,0.076,17.0,54.0,0.9975,3.43,0.59,10.0,0
6.9,0.685,0.0,2.5,0.105,22.0,37.0,0.9966,3.46,0.57,10.6,1
7.2,0.58,0.03,2.3,0.077,7.0,28.0,0.99568,3.35,0.52,10.0,0
6.3,0.57,0.28,2.1,0.048,13.0,49.0,0.99374,3.41,0.6,12.8,0
6.1,0.64,0.02,2.4,0.069,26.0,46.0,0.99358,3.47,0.45,11.0,0
7.6,0.31,0.34,2.5,0.082,26.0,35.0,0.99356,3.22,0.59,12.5,1
7.9,0.53,0.24,2.0,0.072,15.0,105.0,0.996,3.27,0.54,9.4,1
10.8,0.5,0.46,2.5,0.073,5.0,27.0,1.0001,3.05,0.64,9.5,0
6.4,0.67,0.08,2.1,0.045,19.0,48.0,0.9949,3.49,0.49,11.4,1
5.4,0.74,0.0,1.2,0.041,16.0,46.0,0.99258,3.685,0.59,12.5,1
6.1,0.705,0.1,2.8,0.081,13.0,28.0,0.99631,3.6,0.66,10.2,0
9.7,0.32,0.54,2.5,0.094,28.0,83.0,0.9984,3.28,0.82,9.6,0
7.9,0.19,0.42,1.6,0.057,18.0,30.0,0.994,3.29,0.69,11.2,1
7.6,0.5,0.29,2.3,0.086,5.0,14.0,0.99502,3.32,0.62,11.5,1
8.8,0.64,0.17,2.9,0.084,25.0,124.5,0.99818,3.23,0.54,9.6,0
10.0,0.46,0.44,2.9,0.065,4.0,8.0,0.99674,3.33,0.62,12.2,1
9.6,0.56,0.31,2.8,0.089,15.0,46.0,0.9979,3.11,0.92,10.0,1
9.9,0.72,0.55,1.7,0.1225,24.0,52.0,0.99752,3.35,0.94,10.0,0
9.9,0.5,0.5,3.65,0.1225,42.0,82.0,1.0011,3.16,0.75,8.8,0
7.8,0.53,0.33,2.4,0.08,24.0,124.5,0.99655,3.3,0.6,9.5,0
11.0,0.3,0.58,2.1,0.054,7.0,19.0,0.998,3.31,0.88,10.5,1
11.9,0.37,0.69,2.3,0.078,12.0,24.0,0.9958,3.0,0.65,12.8,1
5.3,0.57,0.01,1.7,0.054,5.0,27.0,0.9934,3.57,0.84,12.5,1
8.2,1.0,0.09,2.3,0.065,7.0,37.0,0.99685,3.32,0.55,9.0,1
6.8,0.785,0.0,2.4,0.104,14.0,30.0,0.9966,3.52,0.55,10.7,1
8.6,0.83,0.0,2.8,0.095,17.0,43.0,0.99822,3.33,0.6,10.4,1
8.9,0.59,0.39,2.3,0.095,5.0,22.0,0.9986,3.37,0.58,10.3,0
7.8,0.76,0.04,2.3,0.092,15.0,54.0,0.997,3.26,0.65,9.8,0
9.9,0.3708066386019681,0.5069996135559326,2.1277421848026243,0.06768714788453796,5.138710924013121,14.0,0.9971970976468092,3.2710968739210493,0.7525480505164573,10.516773445592127,0
8.9357128829109,0.5489278934069355,0.2660717792722747,1.9678564414554505,0.10003562777950557,8.0,20.892854804851503,0.9975121389760535,3.28285742341782,0.7071425765821802,9.696430675633648,0
9.014800581801262,0.4582316160111671,0.34155213963230285,2.1140797672794953,0.09499279185478234,5.429601163602524,15.429601163602523,0.998456319069118,3.325631906911798,0.58021624435653,9.357760698161513,0
8.534308136787397,0.4336483549569598,0.3249643396199446,2.6715406839369806,0.08078102712262465,29.34308136787396,119.0,0.9970437945754751,3.1912410849049864,0.6826248113301939,9.334308136787396,0
7.571703458126088,0.4658310705908044,0.25179258645315217,1.8671703458126085,0.07341895878814349,42.0,124.5,0.9959091966698984,3.244773344384326,0.5235851729063044,9.5,0
6.699412527994976,1.015,0.07953002239598085,2.304112304035167,0.0672819865624115,19.01174944010048,31.99412527994976,0.9964788838031905,3.519588769596483,0.5703524832030143,10.995887695964832,0
6.729664579028678,0.5629664579028678,0.10631551846577285,2.729428670585102,0.07588521920198882,7.14832289514339,22.0,0.9961753195538524,3.448134168388529,0.5922012525827932,10.422484342715084,0
7.73966876850797,0.5138012611047823,0.33190063055239116,2.1698343842539853,0.07430165615746015,20.396687685079705,66.0,0.9973336356453587,3.295248423619022,0.5841324925968119,9.290496847238044,0
7.737629104778432,0.22428297142406392,0.3527648304809985,2.1409560381012485,0.052690247618672,38.29521980949376,66.55717028575936,0.9958951969676297,3.2990019200031555,0.865051641911373,11.049063161930306,0
6.925843092758669,0.6351686185517336,0.017415690724133192,1.951686185517336,0.0786460773189667,18.0,29.61235360861998,0.9971923606597243,3.4051686185517336,0.7228647526033986,9.748313814482664,0
7.4,0.5402797243374984,0.23944055132500336,2.1027972433749835,0.10356993108437458,13.944055132500335,72.0,0.995802797243375,3.0986013783125084,0.600839173012495,9.297202756625017,0
7.227440076868676,0.5237200384343382,0.08477596669024019,2.4601597950168625,0.07515039948754215,14.150399487542156,37.42480025622892,0.9967667523177239,3.4109760307474706,0.5579680409966274,10.31767976939397,0
6.413277864791623,0.4041730432202244,0.22677537569346295,1.594309486517876,0.06607587351309499,5.0,12.0,0.995769650594762,3.336775375693463,0.5584825297381003,9.211381026964247,0
7.703404444311691,0.7050567407385282,0.0,2.2539718516969733,0.07802269629541128,11.0,34.0,0.9976988651852294,3.4746028148303028,0.5448297777844154,9.450567407385282,0
7.542700696913865,1.015,0.09572993030861353,3.1160127613426996,0.08589324825771533,5.053375871142331,11.94662412885767,0.9959665327179641,3.5367974477314603,0.5941286541743436,11.189324825771534,0
6.41122308491023,0.5269664567631642,0.098129485848295,2.042062399374623,0.07061678628928786,6.3458034276780335,19.34580342767803,0.9959841247987493,3.440748205660682,0.5665419657232197,9.469160685535607,0
7.355602664231202,0.7207328892947997,0.044439733576879845,1.5851302250635981,0.08055390675190793,9.407328892947998,19.592671107052002,0.9961334039963469,3.263685645378039,0.8315293753017217,9.525863114358398,0
8.08553678459757,0.7718349864736518,0.24262822892877733,2.0513220707585424,0.08068429427678057,10.657852861609717,63.68429427678057,0.9965679005993746,3.269471171696583,0.48855367845975706,9.731570572321944,0
8.286173825664058,0.561439384133272,0.3757386142998619,2.22859846033318,0.0731420461900046,21.0,66.5719692066636,0.9979147722859972,3.310056766699678,0.5800189222332259,9.28579538099954,0
5.943285885651091,0.8623855257838008,0.04620854058280378,1.548657177130218,0.11993682047066671,7.48657177130218,18.51342822869782,0.9952650866053857,3.529194306278131,0.6551658376687849,9.605371291479129,0
8.874157838289667,0.6858586562931999,0.2216372200610833,2.9560188413438326,0.09932744401221666,29.465488802443332,65.46548880244333,0.9983065818694101,3.2753451119755663,0.5520706718534001,9.506902239511334,0
8.74161650167581,0.5195203159895367,0.3777614746178385,2.298401053298456,0.07065600702198971,5.328003510994853,36.328003510994854,0.9970496112351835,3.238159016921441,0.5062402808795883,9.596802106596913,0
8.457309364905063,0.4742690635094937,0.36415784284145564,3.65,0.09141022325074366,34.42134531754747,123.31461872981012,0.9979264035952643,3.236909423035918,0.9124179181903479,9.457865468245254,0
9.14483856936599,0.45448385693659915,0.2961937167608101,2.489677138731983,0.08493224263025907,20.75807153170042,77.55161430634008,0.9989331605607031,3.276871290458219,0.5706775736974092,9.455161430634009,0
10.950533159036922,0.5591815545504379,0.49,2.142348704541302,0.1225,5.0,15.576512954586983,0.9996540922272478,3.1727046113623905,0.5453025909173966,8.738789636330413,0
8.328865259930712,0.542443888468958,0.3113341672965631,2.368890278827605,0.0806221944234479,23.688902788276053,124.5,0.9969450934588895,3.2906670836482816,0.5844451394138026,9.468890278827605,0
7.856685821586533,0.40501179342653204,0.4030178403771042,2.621775023472054,0.0900875718309495,37.60828544603367,106.0,0.9971566858215866,3.2695385539921884,0.6930178403771042,10.37372845071515,0
6.8999543384047435,0.5509049398549768,0.11817642181146973,1.6272851804350699,0.077,25.0,42.18190120290046,0.9960680805324614,3.354552096232037,0.584542963912986,9.381901202900465,0
9.5022220041723,0.41077198318941077,0.3541169166019742,2.4734503153502843,0.08124327680477415,10.734503153502843,28.0,0.9983876025228022,3.2758830833980257,0.6503976734426563,10.253099369299433,0
7.756697288020136,0.704070355876399,0.08010396612863499,2.6706116947035823,0.08512874745397096,26.572171186633106,60.427828813366894,0.9979899238127993,3.4169052202774055,0.645617745737696,9.8,0
10.875714658741517,0.28650013055953055,0.45946433234268946,3.053927359090073,0.06738217922729779,19.81071335314621,49.18928664685379,0.9973192505875179,3.1243214005943862,0.5475714658741516,9.751429317483032,0
8.939975014158847,0.6769862577873654,0.17335415486762806,1.9200499716823074,0.08866833238941024,4.533416619470512,14.533416619470513,0.9984267332955764,3.327339163362936,0.5133291690264744,9.379950028317692,0
7.824858316408286,0.6335870638695282,0.10392710448964321,1.9,0.07074008214857998,7.751416835917146,31.624291582041426,0.9966499433265633,3.39,0.5775708417958573,9.6,0
7.280734677926947,0.44326997118727973,0.17903673389634733,1.9538658983274588,0.10953865898327458,9.557667627090677,37.0,0.9969184793084948,3.3867428627255687,0.7949935830435759,9.632699711872798,0
7.1,0.8633710572538206,0.04003233478898907,3.65,0.08665157709847177,3.6645110140673953,13.667744492966303,0.9977211640524036,3.403322555070337,0.5366127753516848,10.465804405626958,0
7.613721504476429,0.5291062877578212,0.2819544071622856,1.6411645134292856,0.1225,9.72556991047143,87.72556991047144,0.9966765064597122,3.1264658053717143,0.7711848405995002,9.327443008952857,0
7.519171594394407,0.4823313622422373,0.244639044024059,1.8904142028027966,0.1225,9.808284056055934,44.09585797197203,0.9958054437691692,3.3583668692492292,0.6090177398198641,9.67124260840839,0
7.5686308868005,0.5137261773601001,0.32110916414638324,3.65,0.07328769622668334,16.54246075466333,102.686308868005,0.9974339686037307,3.3454246075466334,0.7405198981062332,10.271230377331666,0
6.915041744019664,0.7265041744019665,0.03938021800245807,2.021239563995084,0.07972562616029497,12.787604360049162,54.424791279901676,0.9966424791279902,3.411239563995084,0.5912395639950838,9.672562616029497,0
7.52888648827259,0.5553335133795557,0.17799891972266588,2.2177783779318525,0.07206670267591113,7.0,28.0,0.9962719956788906,3.2924448645522966,0.5446664866204444,9.753335133795556,0
7.403421741276885,0.6024080439433251,0.2069204328508032,2.227630431205191,0.07813686965107541,14.655260862410382,55.68947827517923,0.996834473913759,3.4289734776169345,0.5451839121133497,10.234473913758961,0
10.379584260489807,0.5604537855989876,0.5992817367571488,2.6153118046326447,0.0771228656730606,10.948960651224517,24.102078697550965,1.0000306236092653,3.1763325916081544,0.701228656730606,9.035727544142837,0
11.771301154886496,0.6062153201081956,0.501829590760908,1.454887722827241,0.07200627491849941,6.0,26.0,0.9979182331584241,3.080062749184994,0.5917668415759139,10.317668415759139,0
6.791298939238018,0.4672041190231172,0.14596288745034233,1.6807422509931533,0.07859628874503423,10.298144372517116,23.0,0.9961035958396353,3.4733525692217477,0.5950927813741442,10.072041190231172,0
8.019972022680111,0.38800279773198876,0.6030097920619608,1.9474685255151263,0.1225,17.45006994329972,68.72503497164986,0.9974429818147421,3.140492306237031,0.9955,9.327496502835015,0
8.893725575171379,0.697647090689267,0.1890588362757068,2.0968627875856893,0.09034509336557418,12.515686062071554,48.51568606207155,0.9968780395130998,3.159372557517138,0.5409411637242931,10.321960486900174,0
7.963627434528436,0.8251139712051836,0.0,3.588602879481635,0.09022696020849527,5.34093141367891,14.0,0.9981854313297739,3.3395441151792653,0.5265906858632109,9.497720575896327,0
7.586303248528169,0.6441090254415495,0.009315162426408426,1.837898917157277,0.07413696751471832,10.689494585786386,34.310505414213615,0.9971634639008621,3.4572140795836854,0.5631050541421362,9.58630324852817,0
7.576366178866846,0.6922108075854629,0.020787794037771805,1.3630235230217442,0.0735755880755436,9.07877940377718,19.92122059622282,0.9965078779403778,3.1873314688309797,0.9955,9.231511761510871,0
8.34335251960231,0.5184778574084523,0.2743352519602311,2.771868906313166,0.07628516386710854,30.570327734217084,124.5,0.997029672265783,3.2914450839867437,0.5071868906313166,9.542581933554272,0
8.742401329177559,0.7025797673939272,0.21060033229438962,3.65,0.11528610301126078,42.0,85.61749584632012,0.9994391834226322,3.3915197341644885,0.5908301827619143,9.66819900311683,0
8.995361858391394,0.47394242036731477,0.30675330087397606,2.704638141608606,0.084,24.02319070804303,124.5,0.9983948980442305,3.3081447433565576,0.608376650436988,9.404638141608606,0
8.761470035736684,0.3207350178683423,0.4941825849905925,1.6860580500313584,0.11287705992852663,11.87705992852663,37.122940071473366,0.9969110646064326,3.2487705992852662,0.5775411985705325,9.672116100062716,0
7.230697450451269,0.5855116241741878,0.12574410765794425,1.8448837582581217,0.08110232483483756,41.65348725225635,57.306974504512695,0.9958158611519494,3.2346512747743654,0.5591396506001776,9.424418791290607,0
7.652345126185596,0.7297833869372072,0.19681107537519518,3.65,0.08511791357425837,30.275569849921933,78.04332261255855,0.9980444038594789,3.2421661306279277,0.5431889246248048,9.263778492496096,0
7.829639395487527,0.5521717978146637,0.25943476809992416,2.1945705054633406,0.07862216362707483,7.513573736341648,29.0,0.9982338229286221,3.3830085044415723,0.5986649088122451,9.551357373634165,0
8.914461410571583,0.6369408735240809,0.369467211189468,1.706850141849697,0.1225,5.015222537443771,61.98477746255623,0.9971057845642286,2.999923887312781,0.9955,9.306850141849697,0
9.087492294588392,1.015,0.4154419923376998,2.0,0.09702225372511716,34.095610898269435,124.5,0.9975389656023808,3.1751473307792333,0.597059548744622,9.416175564069222,0
10.544062478287682,0.4678632940059868,0.4287070288073642,1.9430078097859602,0.1225,6.0,17.430078097859603,0.9977290234293579,3.2259101527217484,0.5732187434863046,10.215039048929802,0
7.3,0.7002621202712415,0.24424826853267978,1.921241342663399,0.10205242405424829,17.78758657336601,102.42482685326797,0.9965173244530948,3.2642482685326795,0.5751310601356208,9.427448055980394,0
5.819925941848833,0.9980814639662834,0.06841333046721002,1.5239851883697666,0.1225,7.239851883697667,18.760148116302332,0.994623614897614,3.51439111302186,0.5663466781311599,9.704059246520934,0
8.486252989858919,0.6394789175117569,0.1365558213207927,2.4448634365569357,0.08258610446698018,15.0,113.41389553301981,0.996889726873114,3.1824168659905943,0.6455136563443065,9.737915670047029,0
7.008351630936716,0.4233406523746867,0.3324615750328948,1.7002195712406012,0.08699780428759399,15.916483690632832,38.83296738126567,0.9961116922833114,3.341670326187343,0.54498902143797,9.32527446405075,0
6.014444700276642,0.5023636782270869,0.0,1.4118183911354345,0.05739394637118115,15.026263091412076,26.0,0.9945239906781153,3.3611818391135433,0.45105052365648307,9.5,0
10.696950301416944,0.45030496985830565,0.38932906631172765,2.301829819149834,0.09497560241133556,19.33536646572204,51.00609939716611,0.9986918918169057,3.113414658628882,0.5900609939716611,10.064633534277963,0
7.400896608684064,0.5029149159474366,0.18470813331556546,1.7345288115787527,0.0773811524631501,16.66367797105312,42.33632202894688,0.9964071728694726,3.406995423184157,0.533811524631501,9.033632202894688,0
7.3942704365404985,0.5394537797081781,0.11312452384859774,1.9343773807570113,0.1225,3.942704365404981,12.057295634595018,0.9970761497219032,3.2731779959568543,0.8405194842376935,9.2,0
10.283434164465048,0.5192641076146325,0.28883401137008313,2.021471784770735,0.09052755468013035,8.595094050764217,32.0,0.9978858871390829,3.032822572183412,0.5297547025382109,9.540490594923579,0
7.987014462792932,0.5118534936150595,0.19332963936611625,2.5,0.10720310856454095,24.0,65.29633734037648,0.9977127857813735,3.2879689143545905,0.6557380728755284,9.470366265962351,0
6.391860791884499,0.620406960405775,0.010813920811550116,1.9,0.06521627841623101,9.0,17.783721583768997,0.9967155363476425,3.4729767049738602,0.6781161941100303,9.502789782723402,0
8.20214676007529,0.6680438959988417,0.5704293520150578,2.0,0.10834732480138996,12.39122080023166,94.54341560017374,0.9968934636400405,3.1782633759930503,0.5521755839953668,9.145658439982626,0
8.987390821225407,0.532434492735244,0.45847705306351655,2.893695410612703,0.094,40.2434492735244,109.49563284901626,0.9982,3.082521835754919,0.5999126569803253,9.2,0
7.889651762489081,0.5225593067115607,0.2572589717745344,2.169510340790623,0.07267693125651573,6.847551703953115,27.69510340790623,0.996643917273675,3.2647551703953113,0.5439020681581246,9.669510340790623,0
9.156489602897105,0.5307141471995748,0.1664934813090136,2.7597392523605437,0.08507141471995747,20.35065186909864,53.0,0.9995759681076182,3.1715586682188777,0.6117532593454932,9.382467406545068,0
8.18936977022767,0.29456341478809234,0.5893697702276698,2.9808655864098057,0.10417008367635727,10.02126045954466,22.0,0.9982379042901015,3.387236140259194,0.6761731172819612,10.576613494500872,0
